Date,Description,Size,Price,Rating,Rting Cnt,Source
2022-02-01,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65C1AUB) - 2021",65,2299.99,4.75,1725,bestbuy.ca
2022-02-01,"LG 55"" 4K UHD HDR OLED webOS Smart TV (OLED55C1AUB) - 2021",55,1699.99,4.76,1545,bestbuy.ca
2022-02-01,"LG 77"" 4K UHD HDR OLED webOS Smart TV (OLED77C1AUB) - 2021",77,3999.99,4.78,1315,bestbuy.ca
2022-02-01,"LG 48"" 4K UHD HDR OLED webOS Smart TV (OLED48C1AUB) - 2021",48,1499.99,4.78,1215,bestbuy.ca
2022-02-01,"LG 48"" 4K UHD HDR OLED webOS Smart TV (OLED48C1AUB) - 2021 - Open Box",48,1399.99,0.0,0,bestbuy.ca
2022-02-01,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65C1) - 2021 - OPEN BOX with ONE YEAR SELLER PROVIDED WARRANTY",65,2099.99,0.0,0,bestbuy.ca
2022-02-01,"LG 83"" 4K UHD HDR OLED webOS Smart TV (OLED83C1AUA) - 2021",83,7499.99,4.79,908,bestbuy.ca
2022-02-01,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65C1AUB) - 2021 - Open Box",65,2069.99,0.0,0,bestbuy.ca
2022-02-01,"LG 55"" 4K UHD HDR OLED webOS Smart TV (OLED55C1AUB) - 2021 - Open Box",55,1529.99,0.0,0,bestbuy.ca
2022-02-01,"LG OLED55C1AUB 55"" 2021 4K HDR OLED Smart TV (Factory Refurbished)",55,1499.0,0.0,0,bestbuy.ca
2022-02-01,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65C1AUB) - 2021 - Refurbished",65,2199.99,0.0,0,bestbuy.ca
2022-02-01,"LG 55"" 4K UHD HDR OLED webOS Smart TV (OLED55C1) – 2021 - OPEN BOX with ONE YEAR SELLER PROVIDED WARRANTY",55,1499.99,0.0,0,bestbuy.ca
2022-02-01,"LG OLED65C1AUB 65"" 4K UHD HDR OLED webOS Smart TV - 2021 (Factory Refurbished)",65,2049.0,0.0,0,bestbuy.ca
2022-02-02,"LG OLED C1 Series 55” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED55C1PUB, 2021)",55,1697.99,4.7,337,amazon.ca
2022-02-02,"LG OLED48C1 48"" 4K Smart 120Hz OLED TV",48,1497.99,4.8,176,amazon.ca
2022-02-02,"LG OLED C1 Series 65” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED65C1PUB, 2021)",65,2297.99,4.5,339,amazon.ca
2022-02-02,"LG OLED C1 Series 55” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED55C1PUB, 2021)",55,1697.99,4.7,337,amazon.ca
2022-02-02,"LG OLED55C1PUB Alexa Built-in C1 Series 55"" 4K Smart OLED TV (2021) (Renewed)",55,1499.0,0.0,0,amazon.ca
2022-02-02,"LG OLED C1 Series 65” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED65C1PUB, 2021) (Renewed)",65,2049.0,5.0,4,amazon.ca
2022-02-02,"LG OLED55C1 55"" 4K Smart 120Hz OLED TV",55,1697.99,4.8,176,amazon.ca
2022-02-02,"LG OLED48C1PUB Alexa Built-in C1 Series 48"" 4K Smart OLED TV (2021) (Renewed)",48,1399.0,5.0,2,amazon.ca
2022-02-02,"LG 48"" OLED48C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",48,1499.99,0,0,canadacomputers
2022-02-02,"LG 55"" OLED55C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",55,1699.99,0,0,canadacomputers
2022-02-02,"LG 83"" OLED83C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",83,9999.99,0,0,canadacomputers
2022-02-02,"LG 65"" OLED65C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",65,2299.99,0,0,canadacomputers
2022-02-02,"LG 77"" OLED77C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",77,4499.99,0,0,canadacomputers
2022-02-02,"LG 65"" OLED65C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming(Open Box)",65,2069.99,0,0,canadacomputers
2022-02-02,"LG 48"" OLED48C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming(Open Box)",48,1349.99,0,0,canadacomputers
2022-02-02,"LG 48"" 2021 C1 4K HDR OLED Smart TV (OLED48C1AUB-OPENBOX)",48,1398.0,5.0,2,visions.ca
2022-02-02,"LG 48"" 2021 C1 4K HDR OLED Smart TV (OLED48C1AUB)",48,1498.0,4.8,2696,visions.ca
2022-02-02,"LG 55"" 2021 C1 4K HDR OLED Smart TV (OLED55C1AUB-OPENBOX)",55,1598.0,5.0,1,visions.ca
2022-02-02,"LG 55"" 2021 C1 4K HDR OLED Smart TV (OLED55C1AUB)",55,1698.0,4.8,2696,visions.ca
2022-02-02,"LG 65"" 2021 C1 4K HDR OLED Smart TV (OLED65C1AUB-OPENBOX)",65,2198.0,5.0,1,visions.ca
2022-02-02,"LG 65"" 2021 C1 4K HDR OLED Smart TV (OLED65C1AUB)",65,2298.0,4.8,2696,visions.ca
2022-02-02,"LG 77"" 2021 C1 4K HDR OLED Smart TV (OLED77C1AUB-OPENBOX)",77,3798.0,5.0,1,visions.ca
2022-02-02,"LG 77"" 2021 C1 4K HDR OLED Smart TV (OLED77C1AUB)",77,3998.0,4.8,2696,visions.ca
2022-02-02,"LG 83"" C1 4K Smart OLED TV (OLED83C1AUA)",83,7498.0,4.8,2696,visions.ca
2022-02-02,"LG OLED48C1AUB 48"" C1 4K HDR OLED Smart TV - 2021 (Factory Refurbished)",48,1399.0,0.0,0,bestbuy.ca
2022-02-02,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65C1AUB) - 2021",65,2299.99,4.75,1725,bestbuy.ca
2022-02-02,"LG 55"" 4K UHD HDR OLED webOS Smart TV (OLED55C1AUB) - 2021",55,1699.99,4.76,1545,bestbuy.ca
2022-02-02,"LG 77"" 4K UHD HDR OLED webOS Smart TV (OLED77C1AUB) - 2021",77,3999.99,4.78,1315,bestbuy.ca
2022-02-02,"LG 48"" 4K UHD HDR OLED webOS Smart TV (OLED48C1AUB) - 2021",48,1499.99,4.78,1215,bestbuy.ca
2022-02-02,"LG 48"" 4K UHD HDR OLED webOS Smart TV (OLED48C1AUB) - 2021 - Open Box",48,1399.99,0.0,0,bestbuy.ca
2022-02-02,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65C1) - 2021 - OPEN BOX with ONE YEAR SELLER PROVIDED WARRANTY",65,2099.99,0.0,0,bestbuy.ca
2022-02-02,"LG 83"" 4K UHD HDR OLED webOS Smart TV (OLED83C1AUA) - 2021",83,7499.99,4.79,908,bestbuy.ca
2022-02-02,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65C1AUB) - 2021 - Open Box",65,2069.99,0.0,0,bestbuy.ca
2022-02-02,"LG 55"" 4K UHD HDR OLED webOS Smart TV (OLED55C1AUB) - 2021 - Open Box",55,1529.99,0.0,0,bestbuy.ca
2022-02-02,"LG OLED55C1AUB 55"" 2021 4K HDR OLED Smart TV (Factory Refurbished)",55,1499.0,0.0,0,bestbuy.ca
2022-02-02,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65C1AUB) - 2021 - Refurbished",65,2199.99,0.0,0,bestbuy.ca
2022-02-02,"LG 55"" 4K UHD HDR OLED webOS Smart TV (OLED55C1) – 2021 - OPEN BOX with ONE YEAR SELLER PROVIDED WARRANTY",55,1499.99,0.0,0,bestbuy.ca
2022-02-02,"LG OLED65C1AUB 65"" 4K UHD HDR OLED webOS Smart TV - 2021 (Factory Refurbished)",65,2049.0,0.0,0,bestbuy.ca
2022-02-06,"LG OLED C1 Series 55” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED55C1PUB, 2021)",55,1697.99,4.7,355,amazon.ca
2022-02-06,"LG OLED48C1 48"" 4K Smart 120Hz OLED TV",48,1497.99,4.8,186,amazon.ca
2022-02-06,"LG OLED C1 Series 55” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED55C1PUB, 2021)",55,1697.99,4.7,355,amazon.ca
2022-02-06,"LG OLED C1 Series 65” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED65C1PUB, 2021)",65,2297.99,4.5,361,amazon.ca
2022-02-06,"LG OLED C1 Series 65” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED65C1PUB, 2021) (Renewed)",65,2049.0,5.0,4,amazon.ca
2022-02-06,"LG OLED55C1PUB Alexa Built-in C1 Series 55"" 4K Smart OLED TV (2021) (Renewed)",55,1499.0,0.0,0,amazon.ca
2022-02-06,"LG OLED65C1 65"" 4K Smart 120Hz OLED TV",65,2297.99,4.8,186,amazon.ca
2022-02-06,"LG OLED48C1PUB Alexa Built-in C1 Series 48"" 4K Smart OLED TV (2021) (Renewed)",48,1399.0,5.0,2,amazon.ca
2022-02-06,"LG 48"" OLED48C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",48,1499.99,0,0,canadacomputers
2022-02-06,"LG 55"" OLED55C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",55,1699.99,0,0,canadacomputers
2022-02-06,"LG 83"" OLED83C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",83,9999.99,0,0,canadacomputers
2022-02-06,"LG 65"" OLED65C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",65,2299.99,0,0,canadacomputers
2022-02-06,"LG 77"" OLED77C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",77,3999.99,0,0,canadacomputers
2022-02-06,"LG 65"" OLED65C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming(Open Box)",65,2069.99,0,0,canadacomputers
2022-02-06,"LG 48"" OLED48C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming(Open Box)",48,1349.99,0,0,canadacomputers
2022-02-06,"LG 48"" 2021 C1 4K HDR OLED Smart TV (OLED48C1AUB-OPENBOX)",48,1398.0,0.0,0,visions.ca
2022-02-06,"LG 48"" 2021 C1 4K HDR OLED Smart TV (OLED48C1AUB)",48,1498.0,0.0,0,visions.ca
2022-02-06,"LG 55"" 2021 C1 4K HDR OLED Smart TV (OLED55C1AUB-OPENBOX)",55,1598.0,0.0,0,visions.ca
2022-02-06,"LG 55"" 2021 C1 4K HDR OLED Smart TV (OLED55C1AUB)",55,1698.0,0.0,0,visions.ca
2022-02-06,"LG 65"" 2021 C1 4K HDR OLED Smart TV (OLED65C1AUB-OPENBOX)",65,2198.0,0.0,0,visions.ca
2022-02-06,"LG 65"" 2021 C1 4K HDR OLED Smart TV (OLED65C1AUB)",65,2298.0,0.0,0,visions.ca
2022-02-06,"LG 65"" 2021 C1 4K HDR OLED Smart TV plus Klipsch R-4B Reference Soundbar with Wireless Subwoofer (PKG64650)",65,2498.0,0.0,0,visions.ca
2022-02-06,"LG 77"" 2021 C1 4K HDR OLED Smart TV (OLED77C1AUB-OPENBOX)",77,3798.0,0.0,0,visions.ca
2022-02-06,"LG 77"" 2021 C1 4K HDR OLED Smart TV (OLED77C1AUB)",77,3998.0,0.0,0,visions.ca
2022-02-06,"LG 83"" C1 4K Smart OLED TV (OLED83C1AUA)",83,7998.0,0.0,0,visions.ca
2022-02-09,"LG OLED C1 Series 55” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED55C1PUB, 2021)",55,1697.99,4.7,376,amazon.ca
2022-02-09,"LG OLED C1 Series 55” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED55C1PUB, 2021)",55,1697.99,4.7,376,amazon.ca
2022-02-09,"LG OLED C1 Series 65” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED65C1PUB, 2021)",65,2297.99,4.5,389,amazon.ca
2022-02-09,"LG OLED C1 Series 65” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED65C1PUB, 2021) (Renewed)",65,2049.0,5.0,4,amazon.ca
2022-02-09,"LG OLED55C1PUB Alexa Built-in C1 Series 55"" 4K Smart OLED TV (2021) (Renewed)",55,1499.0,0.0,0,amazon.ca
2022-02-09,"LG OLED65C1 65"" 4K Smart 120Hz OLED TV",65,2297.99,4.8,186,amazon.ca
2022-02-09,"LG OLED48C1PUB Alexa Built-in C1 Series 48"" 4K Smart OLED TV (2021) (Renewed)",48,1399.0,5.0,2,amazon.ca
2022-02-09,"LG 48"" OLED48C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",48,1499.99,0,0,canadacomputers
2022-02-09,"LG 55"" OLED55C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",55,1699.99,0,0,canadacomputers
2022-02-09,"LG 83"" OLED83C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",83,9999.99,0,0,canadacomputers
2022-02-09,"LG 65"" OLED65C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",65,2299.99,0,0,canadacomputers
2022-02-09,"LG 77"" OLED77C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",77,3999.99,0,0,canadacomputers
2022-02-09,"LG 65"" OLED65C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming(Open Box)",65,2069.99,0,0,canadacomputers
2022-02-09,"LG 48"" OLED48C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming(Open Box)",48,1349.99,0,0,canadacomputers
2022-02-09,"LG 48"" 2021 C1 4K HDR OLED Smart TV (OLED48C1AUB-OPENBOX)",48,1398.0,5.0,2,visions.ca
2022-02-09,"LG 48"" 2021 C1 4K HDR OLED Smart TV (OLED48C1AUB)",48,1498.0,4.8,2828,visions.ca
2022-02-09,"LG 55"" 2021 C1 4K HDR OLED Smart TV (OLED55C1AUB-OPENBOX)",55,1598.0,5.0,1,visions.ca
2022-02-09,"LG 55"" 2021 C1 4K HDR OLED Smart TV (OLED55C1AUB)",55,1698.0,4.8,2828,visions.ca
2022-02-09,"LG 65"" 2021 C1 4K HDR OLED Smart TV (OLED65C1AUB-OPENBOX)",65,2198.0,5.0,1,visions.ca
2022-02-09,"LG 65"" 2021 C1 4K HDR OLED Smart TV (OLED65C1AUB)",65,2298.0,4.8,2828,visions.ca
2022-02-09,"LG 65"" 2021 C1 4K HDR OLED Smart TV plus Klipsch R-4B Reference Soundbar with Wireless Subwoofer (PKG64650)",65,2498.0,0.0,0,visions.ca
2022-02-09,"LG 77"" 2021 C1 4K HDR OLED Smart TV (OLED77C1AUB-OPENBOX)",77,3798.0,5.0,1,visions.ca
2022-02-09,"LG 77"" 2021 C1 4K HDR OLED Smart TV (OLED77C1AUB)",77,3998.0,4.8,2828,visions.ca
2022-02-09,"LG 83"" C1 4K Smart OLED TV (OLED83C1AUA)",83,7998.0,4.8,2828,visions.ca
2022-02-09,"LG C1 55 inch 4K Smart OLED TV (OLED55C1AUB, 2021)",0,1897.0,0.0,0,newegg.ca
2022-02-09,"LG C1 65 inch 4K Smart OLED TV (OLED65C1AUB, 2021)",0,2297.0,0.0,0,newegg.ca
2022-02-09,"LG C1 48 inch 4K Smart OLED TV (OLED48C1AUB, 2021)",0,1497.0,0.0,0,newegg.ca
2022-02-09,"LG C1 77 inch 4K Smart OLED TV (OLED77C1AUB, 2021)",0,3997.0,0.0,0,newegg.ca
2022-02-09,"LG C1 83 inch 4K Smart OLED TV (OLED83C1AUA, 2021)",0,7997.0,0.0,0,newegg.ca
2022-02-17,"LG OLED C1 Series 55” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED55C1PUB, 2021)",55,1697.99,4.7,411,amazon.ca
2022-02-17,"LG OLED48C1 48"" 4K Smart 120Hz OLED TV",48,1597.99,4.8,194,amazon.ca
2022-02-17,"LG OLED C1 Series 65” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED65C1PUB, 2021)",65,2297.99,4.5,420,amazon.ca
2022-02-17,"LG OLED C1 Series 55” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED55C1PUB, 2021)",55,1697.99,4.7,411,amazon.ca
2022-02-17,"LG OLED C1 Series 65” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Gaming Mode (OLED65C1PUB, 2021) (Renewed)",65,2049.0,5.0,4,amazon.ca
2022-02-17,"LG OLED55C1PUB Alexa Built-in C1 Series 55"" 4K Smart OLED TV (2021) (Renewed)",55,1499.0,0.0,0,amazon.ca
2022-02-17,"LG OLED55C1 55"" 4K Smart 120Hz OLED TV",55,1897.99,4.8,194,amazon.ca
2022-02-17,"LG OLED48C1PUB Alexa Built-in C1 Series 48"" 4K Smart OLED TV (2021) (Renewed)",48,1399.0,5.0,2,amazon.ca
2022-02-17,"LG OLED55C1 55"" 4K Smart 120Hz OLED TV (Renewed)",55,1499.99,4.5,2,amazon.ca
2022-02-17,"LG 48"" OLED48C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",48,1599.99,0,0,canadacomputers
2022-02-17,"LG 55"" OLED55C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",55,1899.99,0,0,canadacomputers
2022-02-17,"LG 83"" OLED83C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",83,9999.99,0,0,canadacomputers
2022-02-17,"LG 65"" OLED65C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",65,2499.99,0,0,canadacomputers
2022-02-17,"LG 77"" OLED77C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming",77,4499.99,0,0,canadacomputers
2022-02-17,"LG 65"" OLED65C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming(Open Box)",65,2249.99,0,0,canadacomputers
2022-02-17,"LG 48"" OLED48C1 a9 Gen 4 Processor Cinema HDR, Optimized for Gaming(Open Box)",48,1439.99,0,0,canadacomputers
2022-02-17,"LG 48"" 2021 C1 4K HDR OLED Smart TV (OLED48C1AUB-OPENBOX)",48,1498.0,5.0,2,visions.ca
2022-02-17,"LG 48"" 2021 C1 4K HDR OLED Smart TV (OLED48C1AUB)",48,1598.0,4.8,3040,visions.ca
2022-02-17,"LG 55"" 2021 C1 4K HDR OLED Smart TV (OLED55C1AUB-OPENBOX)",55,1698.0,5.0,1,visions.ca
2022-02-17,"LG 55"" 2021 C1 4K HDR OLED Smart TV (OLED55C1AUB)",55,1898.0,4.8,3040,visions.ca
2022-02-17,"LG 65"" 2021 C1 4K HDR OLED Smart TV (OLED65C1AUB-OPENBOX)",65,2298.0,5.0,1,visions.ca
2022-02-17,"LG 65"" 2021 C1 4K HDR OLED Smart TV (OLED65C1AUB)",65,2498.0,4.8,3040,visions.ca
2022-02-17,"LG 77"" 2021 C1 4K HDR OLED Smart TV (OLED77C1AUB-OPENBOX)",77,3998.0,5.0,1,visions.ca
2022-02-17,"LG 77"" 2021 C1 4K HDR OLED Smart TV (OLED77C1AUB)",77,4298.0,4.8,3040,visions.ca
2022-02-17,"LG 83"" C1 4K Smart OLED TV (OLED83C1AUA)",83,7998.0,4.8,3040,visions.ca
2022-02-17,"LG C1 65 inch 4K Smart OLED TV (OLED65C1AUB, 2021)",0,2497.0,0.0,0,newegg.ca
2022-02-17,"LG C1 55 inch 4K Smart OLED TV (OLED55C1AUB, 2021)",0,1897.0,0.0,0,newegg.ca
2022-02-17,"LG C1 48 inch 4K Smart OLED TV (OLED48C1AUB, 2021)",0,1597.0,0.0,0,newegg.ca
2022-02-17,"LG C1 77 inch 4K Smart OLED TV (OLED77C1AUB, 2021)",0,4297.0,0.0,0,newegg.ca
